sales_record_id,order_id,customer_id,product_key,order_date,ship_date,ship_mode,market,region,quantity,sales,discount,profit,shipping_cost,order_priority,year
31117,ES-2013-1205816,535,843,2013-11-11,2013-11-16,Standard Class,EU,Central,2,38.0,0.0,19.2,2.01,Medium,2013
31118,ES-2013-1727818,347,1298,2013-11-11,2013-11-13,Second Class,EU,North,3,46.0,0.0,7.83,1.88,High,2013
31119,ID-2013-85536,696,5045,2013-11-11,2013-11-15,Standard Class,APAC,Oceania,2,37.0,0.4,-8.124,1.75,Medium,2013
31120,BU-2013-2970,437,3572,2013-11-11,2013-11-17,Standard Class,EMEA,EMEA,4,20.0,0.0,4.68,1.56,Medium,2013
31121,IN-2013-15277,726,7037,2013-11-11,2013-11-11,Same Day,APAC,Central Asia,1,7.0,0.0,1.83,1.5,Critical,2013
31122,KE-2013-8680,369,726,2013-11-11,2013-11-16,Standard Class,Africa,Africa,1,32.0,0.0,15.03,1.46,Medium,2013
31123,CA-2013-163384,150,1596,2013-11-11,2013-11-13,First Class,US,West,4,13.0,0.2,4.4604,1.44,High,2013
31124,ES-2013-1364758,727,5932,2013-11-11,2013-11-11,Same Day,EU,Central,2,98.0,0.0,28.32,1.42,Medium,2013
31125,CA-2013-158694,553,9792,2013-11-11,2013-11-14,Second Class,US,West,5,15.0,0.0,3.969,1.23,High,2013
31126,CA-2013-145177,630,4935,2013-11-11,2013-11-15,Standard Class,US,East,3,22.0,0.2,7.5087,1.12,Medium,2013
31127,CA-2013-162348,513,8877,2013-11-11,2013-11-16,Standard Class,US,West,1,10.0,0.0,2.7944,0.95,Medium,2013
31128,CA-2013-125164,128,5549,2013-11-11,2013-11-15,Standard Class,US,East,1,20.0,0.2,7.3834,0.92,Medium,2013
31129,CA-2013-115588,446,2390,2013-11-11,2013-11-13,Second Class,US,East,5,15.0,0.2,-3.312,0.87,Medium,2013
31130,CA-2013-145177,630,1678,2013-11-11,2013-11-15,Standard Class,US,East,4,9.0,0.2,3.3408,0.85,Medium,2013
31131,MX-2013-100748,696,5348,2013-11-11,2013-11-17,Standard Class,LATAM,Central,3,14.0,0.0,6.48,0.79,Medium,2013
31132,CA-2013-158694,553,5057,2013-11-11,2013-11-14,Second Class,US,West,3,5.0,0.2,1.8144,0.7,High,2013
31133,EZ-2013-1960,692,3477,2013-11-11,2013-11-17,Standard Class,EMEA,EMEA,1,8.0,0.0,1.23,0.59,Medium,2013
31134,BU-2013-2970,437,2386,2013-11-11,2013-11-17,Standard Class,EMEA,EMEA,1,7.0,0.0,0.39,0.52,Medium,2013
31135,CA-2013-145177,630,4039,2013-11-11,2013-11-15,Standard Class,US,East,1,5.0,0.2,1.6762,0.39,Medium,2013
31136,CA-2013-127761,226,2291,2013-11-11,2013-11-15,Standard Class,US,East,1,4.0,0.2,1.365,0.18,Medium,2013
31137,US-2013-164196,421,1002,2013-11-12,2013-11-18,Standard Class,US,Central,6,,0.0,241.1046,228.95,Medium,2013
31138,CA-2013-116722,179,3019,2013-11-12,2013-11-17,Standard Class,US,West,3,451.0,0.2,0.0,77.15,High,2013
31139,CA-2013-131968,255,9251,2013-11-12,2013-11-16,Standard Class,US,South,3,672.0,0.2,50.3658,50.61,High,2013
31140,MX-2013-151939,552,8932,2013-11-12,2013-11-14,Second Class,LATAM,Central,4,127.0,0.0,26.56,37.61,Critical,2013
31141,MX-2013-151939,552,4064,2013-11-12,2013-11-14,Second Class,LATAM,Central,3,109.0,0.0,13.08,34.03,Critical,2013
31142,ID-2013-51887,185,5537,2013-11-12,2013-11-17,Standard Class,APAC,Southeast Asia,4,418.0,0.47,-31.5624,32.65,Medium,2013
31143,MX-2013-111073,588,35,2013-11-12,2013-11-15,First Class,LATAM,North,5,153.0,0.2,-3.86,30.15,High,2013
31144,CA-2013-139878,249,4668,2013-11-12,2013-11-17,Standard Class,US,Central,2,258.0,0.0,74.8142,24.97,Medium,2013
31145,MX-2013-111073,588,3184,2013-11-12,2013-11-15,First Class,LATAM,North,3,88.0,0.0,35.16,24.66,High,2013
31146,IN-2013-55016,70,6219,2013-11-12,2013-11-16,Standard Class,APAC,Central Asia,6,315.0,0.0,15.66,24.44,High,2013
31147,ES-2013-1341762,102,3554,2013-11-12,2013-11-17,Standard Class,EU,North,2,357.0,0.1,154.722,18.43,Medium,2013
31148,MX-2013-163797,665,2833,2013-11-12,2013-11-16,Standard Class,LATAM,Caribbean,4,171.0,0.0,70.08,15.08,High,2013
31149,ES-2013-2481532,670,5220,2013-11-12,2013-11-17,Standard Class,EU,South,5,196.0,0.4,-111.06,14.67,Medium,2013
31150,MX-2013-161207,57,2846,2013-11-12,2013-11-17,Standard Class,LATAM,Central,6,101.0,0.0,29.16,13.68,High,2013
31151,US-2013-158743,733,9158,2013-11-12,2013-11-16,Standard Class,LATAM,South,7,76.0,0.4,-3.864,13.08,High,2013
31152,CA-2013-145548,228,5751,2013-11-12,2013-11-17,Standard Class,US,East,3,93.0,0.0,25.0938,9.97,Medium,2013
31153,MX-2013-163797,665,7309,2013-11-12,2013-11-16,Standard Class,LATAM,Caribbean,8,75.0,0.0,3.68,9.94,High,2013
31154,ES-2013-3499281,694,7398,2013-11-12,2013-11-13,First Class,EU,Central,9,325.0,0.0,64.8,9.75,High,2013
31155,CA-2013-124667,191,2168,2013-11-12,2013-11-17,Standard Class,US,East,1,83.0,0.0,20.84,8.23,Medium,2013
31156,ES-2013-4986768,200,9756,2013-11-12,2013-11-18,Standard Class,EU,North,4,186.0,0.0,18.48,8.0,Medium,2013
31157,ES-2013-5421797,431,7481,2013-11-12,2013-11-16,Standard Class,EU,Central,6,68.0,0.0,32.58,7.35,High,2013
31158,RO-2013-5580,420,5540,2013-11-12,2013-11-16,Standard Class,EMEA,EMEA,2,60.0,0.0,0.54,7.03,High,2013
31159,ES-2013-4986768,200,9793,2013-11-12,2013-11-18,Standard Class,EU,North,2,82.0,0.0,13.02,6.78,Medium,2013
31160,US-2013-167150,546,6387,2013-11-12,2013-11-19,Standard Class,LATAM,Central,6,328.0,0.4,-191.4,6.76,Medium,2013
31161,CA-2013-124506,782,4766,2013-11-12,2013-11-18,Standard Class,US,Central,4,96.0,0.2,1.1996,6.45,Medium,2013
31162,CA-2013-124667,191,5189,2013-11-12,2013-11-17,Standard Class,US,East,3,60.0,0.0,14.9925,6.27,Medium,2013
31163,MX-2013-161207,57,4848,2013-11-12,2013-11-17,Standard Class,LATAM,Central,5,36.0,0.0,8.2,5.54,High,2013
31164,SI-2013-7840,576,9794,2013-11-12,2013-11-18,Standard Class,EMEA,EMEA,2,153.0,0.0,50.58,5.47,Low,2013
31165,ES-2013-2481532,670,2877,2013-11-12,2013-11-17,Standard Class,EU,South,4,52.0,0.0,10.8,5.11,Medium,2013
31166,CA-2013-145548,228,7664,2013-11-12,2013-11-17,Standard Class,US,East,3,55.0,0.2,17.19,5.02,Medium,2013
31167,IN-2013-31167,211,519,2013-11-12,2013-11-16,Standard Class,APAC,Southeast Asia,1,71.0,0.45,-44.9565,4.99,High,2013
31168,ES-2013-2481532,670,4578,2013-11-12,2013-11-17,Standard Class,EU,South,5,65.0,0.0,29.1,4.47,Medium,2013
31169,MX-2013-114657,230,4558,2013-11-12,2013-11-16,Standard Class,LATAM,Central,3,52.0,0.0,21.9,4.33,Medium,2013
31170,CA-2013-145548,228,4535,2013-11-12,2013-11-17,Standard Class,US,East,3,246.0,0.1,8.1882,4.07,Medium,2013
31171,US-2013-112788,606,5242,2013-11-12,2013-11-16,Standard Class,LATAM,Central,5,108.0,0.4,-36.22,3.98,Medium,2013
31172,CA-2013-116722,179,9795,2013-11-12,2013-11-17,Standard Class,US,West,2,42.0,0.0,10.9096,3.68,High,2013
31173,ES-2013-3499281,694,312,2013-11-12,2013-11-13,First Class,EU,Central,2,21.0,0.0,1.44,3.59,High,2013
31174,CA-2013-145548,228,6180,2013-11-12,2013-11-17,Standard Class,US,East,3,35.0,0.2,11.4504,3.09,Medium,2013
31175,CA-2013-124506,782,6744,2013-11-12,2013-11-18,Standard Class,US,Central,2,48.0,0.3,-2.0568,2.77,Medium,2013
31176,US-2013-158743,733,3184,2013-11-12,2013-11-16,Standard Class,LATAM,South,1,18.0,0.4,-0.008,2.61,High,2013
31177,CA-2013-116722,179,3983,2013-11-12,2013-11-17,Standard Class,US,West,11,32.0,0.2,11.0264,2.45,High,2013
31178,IT-2013-5935172,451,9436,2013-11-12,2013-11-16,Standard Class,EU,North,7,43.0,0.1,-2.016,2.33,Medium,2013
31179,IN-2013-83457,730,9796,2013-11-12,2013-11-18,Standard Class,APAC,Oceania,2,40.0,0.0,4.74,2.29,Medium,2013
31180,CA-2013-145548,228,5736,2013-11-12,2013-11-17,Standard Class,US,East,3,28.0,0.0,7.8792,2.13,Medium,2013
31181,IN-2013-31167,211,3060,2013-11-12,2013-11-16,Standard Class,APAC,Southeast Asia,2,14.0,0.15,1.452,1.95,High,2013
31182,CA-2013-145548,228,7724,2013-11-12,2013-11-17,Standard Class,US,East,2,36.0,0.0,6.48,1.68,Medium,2013
31183,US-2013-167150,546,2515,2013-11-12,2013-11-19,Standard Class,LATAM,Central,1,19.0,0.4,1.256,1.31,Medium,2013
31184,CA-2013-130799,503,1764,2013-11-12,2013-11-17,Second Class,US,West,4,7.0,0.0,2.2272,1.23,High,2013
31185,CA-2013-131968,255,1324,2013-11-12,2013-11-16,Standard Class,US,South,2,10.0,0.7,-6.9216,1.15,High,2013
31186,ID-2013-51887,185,3583,2013-11-12,2013-11-17,Standard Class,APAC,Southeast Asia,2,9.0,0.47,-1.737,1.08,Medium,2013
31187,CA-2013-103128,647,5634,2013-11-12,2013-11-16,Standard Class,US,Central,6,14.0,0.2,1.2348,0.73,Medium,2013
31188,ES-2013-1288793,3,3297,2013-11-12,2013-11-14,First Class,EU,Central,2,18.0,0.0,9.0,0.71,High,2013
31189,MO-2013-5150,84,1619,2013-11-12,2013-11-18,Standard Class,Africa,Africa,1,14.0,0.0,4.32,0.68,Medium,2013
31190,MO-2013-5150,84,9797,2013-11-12,2013-11-18,Standard Class,Africa,Africa,1,9.0,0.0,3.96,0.59,Medium,2013
31191,NI-2013-4180,326,2274,2013-11-12,2013-11-18,Standard Class,Africa,Africa,1,14.0,0.7,-20.394,0.4,Medium,2013
31192,MX-2013-147690,120,8484,2013-11-13,2013-11-18,Standard Class,LATAM,South,5,,0.0,390.8,294.97,High,2013
31193,IT-2013-3453314,250,618,2013-11-13,2013-11-18,Standard Class,EU,Central,7,,0.1,1188.81,214.13,Medium,2013
31194,SF-2013-6330,573,6407,2013-11-13,2013-11-13,Same Day,Africa,Africa,1,637.0,0.0,70.08,178.49,Critical,2013
31195,ES-2013-3948146,522,7635,2013-11-13,2013-11-18,Standard Class,EU,Central,3,,0.1,-34.11,111.59,High,2013
31196,CA-2013-164399,471,9008,2013-11-13,2013-11-16,First Class,US,West,3,674.0,0.2,-8.4294,109.32,Medium,2013
31197,CA-2013-124590,757,2621,2013-11-13,2013-11-17,Standard Class,US,East,9,,0.3,0.0,105.11,Medium,2013
31198,CA-2013-124590,757,873,2013-11-13,2013-11-17,Standard Class,US,East,7,,0.3,-21.0686,103.01,Medium,2013
31199,IN-2013-73342,135,9798,2013-11-13,2013-11-15,Second Class,APAC,Central Asia,1,478.0,0.0,14.31,52.69,Medium,2013
31200,CA-2013-152170,333,8352,2013-11-13,2013-11-16,Second Class,US,Central,8,288.0,0.0,129.384,46.41,High,2013
31201,EG-2013-8790,78,9600,2013-11-13,2013-11-17,Standard Class,Africa,Africa,2,775.0,0.0,7.74,43.21,Medium,2013
31202,IN-2013-73342,135,48,2013-11-13,2013-11-15,Second Class,APAC,Central Asia,11,537.0,0.0,252.12,43.17,Medium,2013
31203,ES-2013-3948146,522,9300,2013-11-13,2013-11-18,Standard Class,EU,Central,5,260.0,0.1,78.03,42.76,High,2013
31204,IT-2013-3453314,250,5724,2013-11-13,2013-11-18,Standard Class,EU,Central,4,464.0,0.1,-15.552,38.94,Medium,2013
31205,US-2013-157175,441,29,2013-11-13,2013-11-15,Second Class,LATAM,Caribbean,5,223.0,0.2,-39.04,31.31,High,2013
31206,MX-2013-147690,120,9799,2013-11-13,2013-11-18,Standard Class,LATAM,South,2,164.0,0.0,18.04,30.36,High,2013
31207,IT-2013-3098328,556,9203,2013-11-13,2013-11-15,First Class,EU,Central,5,116.0,0.0,55.5,29.66,High,2013
31208,MX-2013-147690,120,3858,2013-11-13,2013-11-18,Standard Class,LATAM,South,3,288.0,0.002,103.28268,29.3,High,2013
31209,CA-2013-124590,757,5251,2013-11-13,2013-11-17,Standard Class,US,East,2,449.0,0.3,-12.8392,29.26,Medium,2013
31210,ID-2013-81049,187,9800,2013-11-13,2013-11-19,Standard Class,APAC,Oceania,2,293.0,0.4,-14.676,26.47,Low,2013
31211,IN-2013-73342,135,5415,2013-11-13,2013-11-15,Second Class,APAC,Central Asia,1,135.0,0.0,39.12,25.97,Medium,2013
31212,ES-2013-1319533,35,1554,2013-11-13,2013-11-17,Standard Class,EU,North,2,247.0,0.0,69.06,23.43,High,2013
31213,MX-2013-147690,120,2560,2013-11-13,2013-11-18,Standard Class,LATAM,South,4,293.0,0.0,105.28,20.71,High,2013
31214,PL-2013-5330,533,3796,2013-11-13,2013-11-13,Same Day,EMEA,EMEA,8,200.0,0.0,12.0,20.26,Medium,2013
31215,SF-2013-6330,573,1714,2013-11-13,2013-11-13,Same Day,Africa,Africa,2,98.0,0.0,39.36,19.9,Critical,2013
31216,EG-2013-8790,78,1714,2013-11-13,2013-11-17,Standard Class,Africa,Africa,4,197.0,0.0,78.72,18.28,Medium,2013
31217,TU-2013-7590,217,8910,2013-11-13,2013-11-15,First Class,EMEA,EMEA,1,107.0,0.6,-83.076,16.8,Medium,2013
31218,CA-2013-4830,397,924,2013-11-13,2013-11-19,Standard Class,Canada,Canada,2,262.0,0.0,28.8,16.17,Medium,2013
31219,PL-2013-5330,533,8197,2013-11-13,2013-11-13,Same Day,EMEA,EMEA,6,64.0,0.0,2.52,15.91,Medium,2013
31220,PL-2013-5330,533,7278,2013-11-13,2013-11-13,Same Day,EMEA,EMEA,4,59.0,0.0,22.2,11.67,Medium,2013
31221,IN-2013-73342,135,6855,2013-11-13,2013-11-15,Second Class,APAC,Central Asia,3,85.0,0.0,13.59,10.86,Medium,2013
31222,EG-2013-8790,78,5448,2013-11-13,2013-11-17,Standard Class,Africa,Africa,1,182.0,0.0,40.05,10.33,Medium,2013
31223,IT-2013-3453314,250,8541,2013-11-13,2013-11-18,Standard Class,EU,Central,3,316.0,0.15,122.7375,10.22,Medium,2013
31224,CA-2013-124590,757,259,2013-11-13,2013-11-17,Standard Class,US,East,2,110.0,0.2,33.0288,9.91,Medium,2013
31225,SF-2013-6330,573,9801,2013-11-13,2013-11-13,Same Day,Africa,Africa,2,24.0,0.0,0.42,9.87,Critical,2013
31226,PL-2013-5330,533,6485,2013-11-13,2013-11-13,Same Day,EMEA,EMEA,1,44.0,0.0,18.09,9.3,Medium,2013
31227,ES-2013-2847029,335,7271,2013-11-13,2013-11-18,Standard Class,EU,South,5,287.0,0.6,-172.2,9.19,Medium,2013
31228,IZ-2013-9180,361,2303,2013-11-13,2013-11-16,Second Class,EMEA,EMEA,2,255.0,0.0,2.52,8.94,Medium,2013
31229,US-2013-157175,441,8199,2013-11-13,2013-11-15,Second Class,LATAM,Caribbean,6,45.0,0.5,-23.28,8.84,High,2013
31230,CA-2013-149349,198,6459,2013-11-13,2013-11-14,First Class,US,Central,6,23.0,0.6,-8.532,6.93,High,2013
31231,EG-2013-3830,406,3034,2013-11-13,2013-11-18,Standard Class,Africa,Africa,6,115.0,0.0,26.46,6.93,Medium,2013
31232,SF-2013-6330,573,2553,2013-11-13,2013-11-13,Same Day,Africa,Africa,2,24.0,0.0,0.96,6.03,Critical,2013
31233,PL-2013-5330,533,3381,2013-11-13,2013-11-13,Same Day,EMEA,EMEA,2,57.0,0.0,6.84,5.71,Medium,2013
31234,CA-2013-152170,333,5644,2013-11-13,2013-11-16,Second Class,US,Central,2,38.0,0.0,10.5504,5.51,High,2013
31235,EG-2013-8790,78,8138,2013-11-13,2013-11-17,Standard Class,Africa,Africa,2,55.0,0.0,8.28,5.11,Medium,2013
31236,US-2013-157175,441,8717,2013-11-13,2013-11-15,Second Class,LATAM,Caribbean,2,58.0,0.2,-10.096,4.89,High,2013
31237,EG-2013-8790,78,9106,2013-11-13,2013-11-17,Standard Class,Africa,Africa,1,49.0,0.0,15.57,4.85,Medium,2013
31238,ES-2013-2847029,335,2181,2013-11-13,2013-11-18,Standard Class,EU,South,7,77.0,0.0,23.94,4.74,Medium,2013
31239,IT-2013-3453314,250,4615,2013-11-13,2013-11-18,Standard Class,EU,Central,3,66.0,0.0,3.96,4.18,Medium,2013
31240,CA-2013-4830,397,6362,2013-11-13,2013-11-19,Standard Class,Canada,Canada,2,60.0,0.0,11.4,4.16,Medium,2013
31241,CA-2013-152170,333,5634,2013-11-13,2013-11-16,Second Class,US,Central,7,21.0,0.0,5.5566,3.72,High,2013
31242,ID-2013-81049,187,9802,2013-11-13,2013-11-19,Standard Class,APAC,Oceania,2,28.0,0.4,-9.84,3.26,Low,2013
31243,NI-2013-2720,615,1900,2013-11-13,2013-11-16,Second Class,Africa,Africa,1,19.0,0.7,-40.401,3.08,High,2013
31244,PL-2013-5330,533,8204,2013-11-13,2013-11-13,Same Day,EMEA,EMEA,2,57.0,0.0,16.98,2.78,Medium,2013
31245,MX-2013-147690,120,2811,2013-11-13,2013-11-18,Standard Class,LATAM,South,2,18.0,0.0,1.64,2.78,High,2013
31246,SA-2013-8370,718,1592,2013-11-13,2013-11-16,Second Class,EMEA,EMEA,1,20.0,0.0,8.19,2.76,Medium,2013
31247,ES-2013-2847029,335,7255,2013-11-13,2013-11-18,Standard Class,EU,South,3,30.0,0.4,-7.47,2.41,Medium,2013
31248,CA-2013-134348,361,5189,2013-11-13,2013-11-20,Standard Class,US,West,2,32.0,0.2,1.999,2.14,Medium,2013
31249,NI-2013-2720,615,2014,2013-11-13,2013-11-16,Second Class,Africa,Africa,1,15.0,0.7,-20.724,2.08,High,2013
31250,NI-2013-2720,615,693,2013-11-13,2013-11-16,Second Class,Africa,Africa,1,17.0,0.7,-25.479,2.05,High,2013
31251,ES-2013-3932669,653,7272,2013-11-13,2013-11-19,Standard Class,EU,Central,3,75.0,0.0,9.0,1.99,Medium,2013
31252,MX-2013-147431,35,32,2013-11-13,2013-11-20,Standard Class,LATAM,South,3,34.0,0.4,-11.784,1.89,Medium,2013
31253,NI-2013-2720,615,4320,2013-11-13,2013-11-16,Second Class,Africa,Africa,1,15.0,0.7,-28.338,1.86,High,2013
31254,CA-2013-152170,333,7297,2013-11-13,2013-11-16,Second Class,US,Central,2,20.0,0.0,8.991,1.85,High,2013
31255,MX-2013-147431,35,5556,2013-11-13,2013-11-20,Standard Class,LATAM,South,3,42.0,0.4,2.76,1.83,Medium,2013
31256,MX-2013-147431,35,3865,2013-11-13,2013-11-20,Standard Class,LATAM,South,3,35.0,0.4,-6.444,1.62,Medium,2013
31257,CA-2013-124590,757,4810,2013-11-13,2013-11-17,Standard Class,US,East,6,17.0,0.2,5.4444,1.59,Medium,2013
31258,TU-2013-7590,217,5201,2013-11-13,2013-11-15,First Class,EMEA,EMEA,2,12.0,0.6,-17.16,1.57,Medium,2013
31259,CA-2013-152170,333,6460,2013-11-13,2013-11-16,Second Class,US,Central,2,17.0,0.0,8.69,1.49,High,2013
31260,TU-2013-7590,217,3438,2013-11-13,2013-11-15,First Class,EMEA,EMEA,1,5.0,0.6,-3.948,1.03,Medium,2013
31261,PL-2013-5330,533,7158,2013-11-13,2013-11-13,Same Day,EMEA,EMEA,2,23.0,0.0,3.36,1.03,Medium,2013
31262,MX-2013-147690,120,859,2013-11-13,2013-11-18,Standard Class,LATAM,South,1,11.0,0.0,3.16,0.96,High,2013
31263,AO-2013-7370,93,6147,2013-11-13,2013-11-17,Standard Class,Africa,Africa,1,9.0,0.0,3.33,0.95,Medium,2013
31264,TU-2013-7590,217,5430,2013-11-13,2013-11-15,First Class,EMEA,EMEA,2,10.0,0.6,-7.344,0.86,Medium,2013
31265,CA-2013-164399,471,5802,2013-11-13,2013-11-16,First Class,US,West,3,204.0,0.2,25.497,0.79,Medium,2013
31266,US-2013-157175,441,9612,2013-11-13,2013-11-15,Second Class,LATAM,Caribbean,1,6.0,0.2,-1.096,0.69,High,2013
31267,MX-2013-147431,35,8222,2013-11-13,2013-11-20,Standard Class,LATAM,South,2,9.0,0.4,-5.712,0.68,Medium,2013
31268,EG-2013-8790,78,6083,2013-11-13,2013-11-17,Standard Class,Africa,Africa,1,22.0,0.0,10.11,0.65,Medium,2013
31269,MX-2013-147431,35,8114,2013-11-13,2013-11-20,Standard Class,LATAM,South,3,23.0,0.4,-12.468,0.55,Medium,2013
31270,CA-2013-134348,361,7869,2013-11-13,2013-11-20,Standard Class,US,West,7,4.0,0.7,-3.3488,0.32,Medium,2013
31271,CA-2013-134348,361,4559,2013-11-13,2013-11-20,Standard Class,US,West,5,6.0,0.7,-4.598,0.31,Medium,2013
31272,NI-2013-2720,615,2490,2013-11-13,2013-11-16,Second Class,Africa,Africa,1,2.0,0.7,-4.311,0.31,High,2013
31273,US-2013-113677,731,9803,2013-11-14,2013-11-20,Standard Class,US,East,4,,0.0,592.7896,202.77,Medium,2013
31274,IN-2013-16299,345,7403,2013-11-14,2013-11-20,Standard Class,APAC,Oceania,6,,0.1,638.46,134.63,Medium,2013
31275,ES-2013-2664096,342,1134,2013-11-14,2013-11-17,First Class,EU,Central,3,428.0,0.15,10.0665,79.91,High,2013
31276,US-2013-130239,179,7985,2013-11-14,2013-11-19,Standard Class,LATAM,North,5,966.0,0.2,-96.7,72.52,Medium,2013
31277,IT-2013-3085011,140,1865,2013-11-14,2013-11-16,First Class,EU,Central,8,196.0,0.0,44.88,50.98,High,2013
31278,IT-2013-3085011,140,2088,2013-11-14,2013-11-16,First Class,EU,Central,3,162.0,0.1,-12.6,43.75,High,2013
31279,ES-2013-2664096,342,2539,2013-11-14,2013-11-17,First Class,EU,Central,3,167.0,0.1,36.936,36.18,High,2013
31280,IT-2013-3085011,140,4839,2013-11-14,2013-11-16,First Class,EU,Central,8,169.0,0.0,82.56,34.56,High,2013
31281,AO-2013-2180,543,820,2013-11-14,2013-11-18,Standard Class,Africa,Africa,1,211.0,0.0,52.65,34.31,High,2013
31282,CA-2013-118570,150,3212,2013-11-14,2013-11-18,Standard Class,US,East,7,217.0,0.2,78.6828,30.16,High,2013
31283,ES-2013-1347677,505,3136,2013-11-14,2013-11-19,Standard Class,EU,Central,14,283.0,0.0,93.24,25.32,Medium,2013
31284,ES-2013-2361375,228,9685,2013-11-14,2013-11-17,Second Class,EU,Central,3,141.0,0.0,40.95,24.86,High,2013
31285,US-2013-159415,179,9804,2013-11-14,2013-11-19,Standard Class,LATAM,South,5,483.0,0.6,-579.9,24.62,Medium,2013
31286,MX-2013-102463,139,2570,2013-11-14,2013-11-20,Standard Class,LATAM,Central,7,207.0,0.0,76.44,24.12,Low,2013
31287,US-2013-136840,504,718,2013-11-14,2013-11-17,First Class,LATAM,Central,2,122.0,0.4,-2.064,20.17,High,2013
31288,AO-2013-2180,543,3361,2013-11-14,2013-11-18,Standard Class,Africa,Africa,14,152.0,0.0,27.3,18.74,High,2013
31289,CA-2013-101336,229,4932,2013-11-14,2013-11-19,Standard Class,US,East,5,141.0,0.0,39.41,14.87,Medium,2013
31290,MX-2013-120985,277,4146,2013-11-14,2013-11-18,Standard Class,LATAM,Caribbean,9,256.0,0.0,104.94,14.21,Medium,2013
31291,AO-2013-2180,543,7687,2013-11-14,2013-11-18,Standard Class,Africa,Africa,1,169.0,0.0,69.36,12.3,High,2013
31292,MX-2013-102463,139,7007,2013-11-14,2013-11-20,Standard Class,LATAM,Central,2,104.0,0.0,17.68,10.8,Low,2013
31293,ES-2013-5212920,539,593,2013-11-14,2013-11-18,Standard Class,EU,Central,5,132.0,0.0,2.55,10.08,Medium,2013
31294,CM-2013-1220,282,1604,2013-11-14,2013-11-20,Standard Class,Africa,Africa,4,121.0,0.0,19.32,9.31,Medium,2013
31295,CM-2013-1220,282,392,2013-11-14,2013-11-20,Standard Class,Africa,Africa,4,176.0,0.0,64.92,7.71,Medium,2013
31296,ES-2013-2664096,342,2352,2013-11-14,2013-11-17,First Class,EU,Central,6,74.0,0.0,33.3,7.22,High,2013
31297,RS-2013-3080,132,1850,2013-11-14,2013-11-18,Standard Class,EMEA,EMEA,1,72.0,0.0,3.57,5.13,Medium,2013
31298,CA-2013-121958,439,869,2013-11-14,2013-11-18,Standard Class,US,South,7,52.0,0.2,5.8653,4.85,Medium,2013
31299,CA-2013-101336,229,1327,2013-11-14,2013-11-19,Standard Class,US,East,5,78.0,0.0,20.163,4.01,Medium,2013
31300,MX-2013-102463,139,9805,2013-11-14,2013-11-20,Standard Class,LATAM,Central,3,98.0,0.0,16.56,3.96,Low,2013
31301,CA-2013-101336,229,3585,2013-11-14,2013-11-19,Standard Class,US,East,3,37.0,0.0,9.8901,3.39,Medium,2013
31302,US-2013-104969,175,9806,2013-11-14,2013-11-19,Standard Class,LATAM,North,2,51.0,0.2,-4.536,3.01,Medium,2013
31303,CA-2013-128972,215,5672,2013-11-14,2013-11-18,Standard Class,US,Central,4,30.0,0.0,13.0548,2.58,Medium,2013
31304,RS-2013-3080,132,428,2013-11-14,2013-11-18,Standard Class,EMEA,EMEA,1,52.0,0.0,24.75,2.42,Medium,2013
31305,CA-2013-155488,753,4107,2013-11-14,2013-11-18,Standard Class,US,West,2,44.0,0.0,11.4452,2.19,High,2013
31306,CA-2013-147683,246,9020,2013-11-14,2013-11-18,Standard Class,US,West,2,20.0,0.0,7.2298,1.98,Medium,2013
31307,CA-2013-101336,229,1407,2013-11-14,2013-11-19,Standard Class,US,East,2,25.0,0.0,6.9664,1.92,Medium,2013
31308,IZ-2013-1830,636,5856,2013-11-14,2013-11-16,First Class,EMEA,EMEA,1,10.0,0.0,0.75,1.88,Critical,2013
31309,MX-2013-105228,782,2455,2013-11-14,2013-11-21,Standard Class,LATAM,South,2,11.0,0.0,4.16,1.53,Low,2013
31310,TU-2013-9230,752,1461,2013-11-14,2013-11-14,Same Day,EMEA,EMEA,1,6.0,0.6,-7.92,1.44,Critical,2013
31311,US-2013-113677,731,4088,2013-11-14,2013-11-20,Standard Class,US,East,3,15.0,0.0,6.8724,1.23,Medium,2013
31312,ES-2013-1347677,505,653,2013-11-14,2013-11-19,Standard Class,EU,Central,2,18.0,0.0,6.66,1.18,Medium,2013
31313,ES-2013-4477863,686,811,2013-11-14,2013-11-20,Standard Class,EU,Central,1,4.0,0.5,-2.865,0.35,Medium,2013
31314,MX-2013-125563,685,2006,2013-11-14,2013-11-19,Standard Class,LATAM,South,3,25.0,0.0,9.3,0.3,Medium,2013
31315,CA-2013-149461,794,5434,2013-11-14,2013-11-20,Standard Class,US,West,1,4.0,0.0,1.5048,0.18,Medium,2013
31316,US-2013-162103,255,6347,2013-11-14,2013-11-18,Standard Class,US,Central,2,3.0,0.8,-4.704,0.12,Medium,2013
31317,MX-2013-147844,315,6810,2013-11-15,2013-11-19,Standard Class,LATAM,North,7,,0.0,1035.58,309.75,High,2013
31318,IN-2013-28304,427,837,2013-11-15,2013-11-19,Standard Class,APAC,Southeast Asia,6,,0.0,321.66,159.0,High,2013
31319,CA-2013-131065,531,8244,2013-11-15,2013-11-17,Second Class,US,South,2,500.0,0.0,114.9954,139.02,Critical,2013
31320,IN-2013-82260,758,9807,2013-11-15,2013-11-18,Second Class,APAC,Oceania,2,,0.0,489.42,138.24,High,2013
