product_key,product_id,product_name,category,sub_category
6627,OFF-AR-10001166,Staples,Office Supplies,Art
6628,OFF-EN-10000776,"Jiffy Peel and Seal, Set of 50",Office Supplies,Envelopes
6629,FUR-FU-10000242,"Deflect-O Frame, Durable",Furniture,Furnishings
6630,TEC-PH-10001362,"Cisco Office Telephone, Cordless",Technology,Phones
6631,OFF-EN-10000904,"Ames Mailers, with clear poly window",Office Supplies,Envelopes
6632,OFF-BI-10000698,"Wilson Jones Hole Reinforcements, Recycled",Office Supplies,Binders
6633,OFF-EN-10004057,"Jiffy Manila Envelope, Recycled",Office Supplies,Envelopes
6634,OFF-AP-10003779,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,Appliances
6635,OFF-AR-10000751,"Boston Highlighters, Fluorescent",Office Supplies,Art
6636,OFF-LA-10000296,"Hon Color Coded Labels, Adjustable",Office Supplies,Labels
6637,TEC-AC-10001948,"Belkin Numeric Keypad, USB",Technology,Accessories
6638,FUR-CH-10003982,"Harbour Creations Swivel Stool, Adjustable",Furniture,Chairs
6639,OFF-ST-10000306,"Rogers Trays, Single Width",Office Supplies,Storage
6640,OFF-EN-10000940,"Ames Interoffice Envelope, Recycled",Office Supplies,Envelopes
6641,TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Technology,Phones
6642,OFF-WIL-10000390,"Wilson Jones Binder, Durable",Office Supplies,Binders
6643,OFF-PA-10002479,"Enermax Cards & Envelopes, 8.5 x 11",Office Supplies,Paper
6644,OFF-AR-10000513,"BIC Pencil Sharpener, Easy-Erase",Office Supplies,Art
6645,OFF-CAM-10003933,"Cameo Business Envelopes, Recycled",Office Supplies,Envelopes
6646,FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",Furniture,Furnishings
6647,FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings
6648,OFF-AP-10001305,"Breville Microwave, White",Office Supplies,Appliances
6649,OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art
6650,TEC-PH-10002493,"Nokia Signal Booster, with Caller ID",Technology,Phones
6651,FUR-CH-10002412,"Hon Bag Chairs, Black",Furniture,Chairs
6652,TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,Technology,Phones
6653,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies
6654,OFF-EN-10003689,"Kraft Business Envelopes, Security-Tint",Office Supplies,Envelopes
6655,OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack",Office Supplies,Supplies
6656,OFF-LA-10004623,"Smead Removable Labels, 5000 Label Set",Office Supplies,Labels
6657,OFF-FA-10000131,"Accos Clamps, 12 Pack",Office Supplies,Fasteners
6658,OFF-LA-10004877,"Hon Legal Exhibit Labels, 5000 Label Set",Office Supplies,Labels
6659,OFF-SME-10000018,"Smead Round Labels, Laser Printer Compatible",Office Supplies,Labels
6660,OFF-FA-10003015,"Accos Staples, Metal",Office Supplies,Fasteners
6661,OFF-PA-10004421,"Enermax Memo Slips, Multicolor",Office Supplies,Paper
6662,FUR-SAU-10003928,"Sauder Classic Bookcase, Metal",Furniture,Bookcases
6663,TEC-AC-10002688,"Memorex Memory Card, Bluetooth",Technology,Accessories
6664,OFF-HAR-10003580,"Harbour Creations Legal Exhibit Labels, Alphabetical",Office Supplies,Labels
6665,OFF-FA-10004649,"Advantus Clamps, 12 Pack",Office Supplies,Fasteners
6666,OFF-BI-10002026,Ibico Recycled Linen-Style Covers,Office Supplies,Binders
6667,OFF-SU-10004846,"Acme Box Cutter, Serrated",Office Supplies,Supplies
6668,OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,Art
6669,OFF-SU-10004658,"Stiletto Letter Opener, Easy Grip",Office Supplies,Supplies
6670,OFF-EN-10001977,"Cameo Business Envelopes, Recycled",Office Supplies,Envelopes
6671,OFF-CAM-10000726,"Cameo Interoffice Envelope, Security-Tint",Office Supplies,Envelopes
6672,OFF-AP-10000382,"Breville Coffee Grinder, White",Office Supplies,Appliances
6673,OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,Appliances
6674,OFF-ADV-10002593,"Advantus Clamps, Bulk Pack",Office Supplies,Fasteners
6675,TEC-CO-10003102,"Canon Copy Machine, Color",Technology,Copiers
6676,OFF-AP-10001106,"Hamilton Beach Stove, White",Office Supplies,Appliances
6677,TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,Technology,Phones
6678,TEC-STA-10001994,"StarTech Printer, Wireless",Technology,Machines
6679,TEC-MA-10001298,"StarTech Receipt Printer, Wireless",Technology,Machines
6680,OFF-SU-10004304,"Elite Letter Opener, Easy Grip",Office Supplies,Supplies
6681,OFF-PA-10001656,"SanDisk Parchment Paper, 8.5 x 11",Office Supplies,Paper
6682,OFF-BI-10004483,"Ibico Index Tab, Clear",Office Supplies,Binders
6683,OFF-PA-10001302,"Eaton Memo Slips, Recycled",Office Supplies,Paper
6684,FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Furnishings
6685,OFF-ELD-10003181,"Eldon Box, Industrial",Office Supplies,Storage
6686,TEC-CO-10004649,"Brother Copy Machine, High-Speed",Technology,Copiers
6687,OFF-EN-10002186,"Kraft Manila Envelope, Set of 50",Office Supplies,Envelopes
6688,OFF-EN-10002046,"Kraft Manila Envelope, Set of 50",Office Supplies,Envelopes
6689,OFF-LA-10001202,"Avery Legal Exhibit Labels, 5000 Label Set",Office Supplies,Labels
6690,FUR-TA-10003627,"Bevis Conference Table, with Bottom Storage",Furniture,Tables
6691,TEC-CO-10002122,"Hewlett Fax Machine, Digital",Technology,Copiers
6692,TEC-CO-10001204,"Canon Fax Machine, High-Speed",Technology,Copiers
6693,TEC-MA-10000258,"Panasonic Inkjet, Wireless",Technology,Machines
6694,OFF-AP-10004937,"Hoover Microwave, White",Office Supplies,Appliances
6695,OFF-AP-10004248,"Hoover Toaster, White",Office Supplies,Appliances
6696,FUR-TA-10001095,Chromcraft Round Conference Tables,Furniture,Tables
6697,TEC-AC-10003725,"Memorex Flash Drive, Erganomic",Technology,Accessories
6698,TEC-AC-10003970,"SanDisk Numeric Keypad, Bluetooth",Technology,Accessories
6699,OFF-AR-10001833,"Boston Highlighters, Easy-Erase",Office Supplies,Art
6700,OFF-BI-10000404,"Avery Binder Covers, Clear",Office Supplies,Binders
6701,OFF-SU-10001087,"Kleencut Box Cutter, Serrated",Office Supplies,Supplies
6702,OFF-SU-10002498,"Stiletto Letter Opener, High Speed",Office Supplies,Supplies
6703,TEC-BEL-10004950,"Belkin Numeric Keypad, Erganomic",Technology,Accessories
6704,OFF-AR-10004552,"Boston Markers, Blue",Office Supplies,Art
6705,TEC-MEM-10000582,"Memorex Flash Drive, Bluetooth",Technology,Accessories
6706,OFF-LA-10002650,"Novimex Removable Labels, Laser Printer Compatible",Office Supplies,Labels
6707,FUR-TA-10003596,"Lesro Computer Table, Adjustable Height",Furniture,Tables
6708,FUR-CH-10001262,"Office Star Rocking Chair, Set of Two",Furniture,Chairs
6709,FUR-BO-10004472,"Dania Library with Doors, Pine",Furniture,Bookcases
6710,TEC-PH-10004358,"Cisco Audio Dock, VoIP",Technology,Phones
6711,FUR-BO-10003383,"Safco Floating Shelf Set, Mobile",Furniture,Bookcases
6712,TEC-MA-10000110,"StarTech Phone, Wireless",Technology,Machines
6713,OFF-ST-10000884,"Smead Folders, Blue",Office Supplies,Storage
6714,OFF-FA-10004298,"Stockwell Staples, Bulk Pack",Office Supplies,Fasteners
6715,OFF-SU-10000148,"Stiletto Ruler, Serrated",Office Supplies,Supplies
6716,OFF-AP-10001299,"Cuisinart Microwave, Silver",Office Supplies,Appliances
6717,OFF-AP-10000935,"Cuisinart Toaster, White",Office Supplies,Appliances
6718,OFF-ST-10004226,"Fellowes File Cart, Blue",Office Supplies,Storage
6719,FUR-CH-10000848,"SAFCO Executive Leather Armchair, Set of Two",Furniture,Chairs
6720,FUR-FU-10003918,"Advantus Photo Frame, Black",Furniture,Furnishings
6721,OFF-LA-10000688,"Harbour Creations Shipping Labels, Laser Printer Compatible",Office Supplies,Labels
6722,OFF-ST-10003141,"Fellowes Trays, Industrial",Office Supplies,Storage
6723,OFF-EN-10000114,"Kraft Clasp Envelope, Security-Tint",Office Supplies,Envelopes
6724,OFF-PA-10002022,"Xerox Message Books, 8.5 x 11",Office Supplies,Paper
6725,OFF-FA-10001963,"Advantus Thumb Tacks, Assorted Sizes",Office Supplies,Fasteners
6726,TEC-AC-10001278,"Enermax Flash Drive, USB",Technology,Accessories
6727,OFF-FA-10000740,"Accos Staples, Bulk Pack",Office Supplies,Fasteners
6728,TEC-AC-10001840,"SanDisk Mouse, Erganomic",Technology,Accessories
6729,OFF-AR-10001134,"Boston Pens, Easy-Erase",Office Supplies,Art
6730,TEC-PH-10004631,"Cisco Audio Dock, with Caller ID",Technology,Phones
6731,FUR-FU-10003736,"Rubbermaid Frame, Duo Pack",Furniture,Furnishings
6732,TEC-MA-10000843,"Konica Phone, Red",Technology,Machines
6733,OFF-BI-10003582,"Cardinal Index Tab, Economy",Office Supplies,Binders
6734,OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances
6735,OFF-AR-10002440,"Stanley Highlighters, Fluorescent",Office Supplies,Art
6736,OFF-ELD-10002240,"Eldon Shelving, Wire Frame",Office Supplies,Storage
6737,OFF-HON-10002456,"Hon Color Coded Labels, Laser Printer Compatible",Office Supplies,Labels
6738,TEC-AC-10001719,"Enermax Flash Drive, Erganomic",Technology,Accessories
6739,OFF-AP-10003618,"Hoover Refrigerator, Silver",Office Supplies,Appliances
6740,TEC-CO-10003931,"Hewlett Fax Machine, High-Speed",Technology,Copiers
6741,TEC-HEW-10004172,"Hewlett Wireless Fax, Laser",Technology,Copiers
6742,TEC-MA-10003868,"StarTech Phone, Durable",Technology,Machines
6743,OFF-AP-10002226,"Hoover Blender, Black",Office Supplies,Appliances
6744,FUR-CH-10004540,Global Chrome Stack Chair,Furniture,Chairs
6745,FUR-CH-10000133,"Harbour Creations Steel Folding Chair, Black",Furniture,Chairs
6746,FUR-BO-10004430,"Bush Floating Shelf Set, Metal",Furniture,Bookcases
6747,OFF-KIT-10004732,"KitchenAid Blender, Silver",Office Supplies,Appliances
6748,OFF-ACC-10003806,"Accos Clamps, Metal",Office Supplies,Fasteners
6749,OFF-STO-10003395,"Stockwell Rubber Bands, Metal",Office Supplies,Fasteners
6750,OFF-FA-10002600,"Accos Thumb Tacks, 12 Pack",Office Supplies,Fasteners
6751,OFF-FA-10004709,"Stockwell Clamps, Assorted Sizes",Office Supplies,Fasteners
6752,FUR-FU-10000481,"Rubbermaid Clock, Durable",Furniture,Furnishings
6753,TEC-CO-10004078,"HP Personal Copier, Laser",Technology,Copiers
6754,OFF-ST-10002538,"Fellowes Shelving, Blue",Office Supplies,Storage
6755,OFF-PA-10004694,"Green Bar Cards & Envelopes, 8.5 x 11",Office Supplies,Paper
6756,OFF-PA-10003893,Xerox 1962,Office Supplies,Paper
6757,OFF-PA-10004239,Xerox 1953,Office Supplies,Paper
6758,TEC-AC-10004883,"Enermax Keyboard, Programmable",Technology,Accessories
6759,OFF-AME-10002376,"Ames Manila Envelope, Recycled",Office Supplies,Envelopes
6760,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Envelopes
6761,FUR-FU-10003052,"Advantus Photo Frame, Duo Pack",Furniture,Furnishings
6762,OFF-SU-10003157,"Elite Letter Opener, Steel",Office Supplies,Supplies
6763,OFF-PA-10002237,"Enermax Memo Slips, 8.5 x 11",Office Supplies,Paper
6764,OFF-ST-10004097,"Tenex Box, Wire Frame",Office Supplies,Storage
6765,OFF-LA-10002827,"Harbour Creations Round Labels, Adjustable",Office Supplies,Labels
6766,OFF-OIC-10001155,"OIC Paper Clips, Bulk Pack",Office Supplies,Fasteners
6767,OFF-NOV-10003499,"Novimex Removable Labels, Adjustable",Office Supplies,Labels
6768,OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,Art
6769,FUR-CH-10004705,"Hon Executive Leather Armchair, Black",Furniture,Chairs
6770,FUR-BO-10000203,"Sauder Library with Doors, Metal",Furniture,Bookcases
6771,FUR-BO-10003386,"Sauder 3-Shelf Cabinet, Mobile",Furniture,Bookcases
6772,FUR-BO-10003499,"Ikea Library with Doors, Pine",Furniture,Bookcases
6773,TEC-MA-10002992,"Konica Card Printer, Wireless",Technology,Machines
6774,OFF-AR-10002109,"Binney & Smith Sketch Pad, Fluorescent",Office Supplies,Art
6775,TEC-CO-10003268,"HP Fax and Copier, Color",Technology,Copiers
6776,FUR-BO-10001476,"Safco Corner Shelving, Pine",Furniture,Bookcases
6777,FUR-BO-10003291,"Dania Corner Shelving, Metal",Furniture,Bookcases
6778,OFF-PA-10004470,"Green Bar Cards & Envelopes, Recycled",Office Supplies,Paper
6779,TEC-AC-10003487,"Enermax Mouse, Erganomic",Technology,Accessories
6780,OFF-AP-10003622,"Hamilton Beach Microwave, Silver",Office Supplies,Appliances
6781,OFF-AR-10000356,"Boston Highlighters, Fluorescent",Office Supplies,Art
6782,FUR-DEF-10003551,"Deflect-O Photo Frame, Erganomic",Furniture,Furnishings
6783,OFF-EN-10000938,"Jiffy Business Envelopes, Security-Tint",Office Supplies,Envelopes
6784,OFF-LA-10003551,"Harbour Creations File Folder Labels, 5000 Label Set",Office Supplies,Labels
6785,FUR-FU-10000295,"Advantus Light Bulb, Black",Furniture,Furnishings
6786,OFF-EN-10004147,Wausau Papers Astrobrights Colored Envelopes,Office Supplies,Envelopes
6787,OFF-KRA-10003337,"Kraft Mailers, Recycled",Office Supplies,Envelopes
6788,OFF-GLO-10000617,"GlobeWeis Peel and Seal, Recycled",Office Supplies,Envelopes
6789,FUR-BO-10001553,"Sauder Library with Doors, Traditional",Furniture,Bookcases
6790,TEC-PH-10003239,"Samsung Signal Booster, with Caller ID",Technology,Phones
6791,TEC-PH-10004328,"Motorola Audio Dock, Cordless",Technology,Phones
6792,TEC-AC-10001405,"Logitech Router, Bluetooth",Technology,Accessories
6793,TEC-CO-10004481,"Canon Fax and Copier, Color",Technology,Copiers
6794,OFF-FA-10004792,"Advantus Staples, Bulk Pack",Office Supplies,Fasteners
6795,OFF-FA-10000429,"Stockwell Push Pins, Bulk Pack",Office Supplies,Fasteners
6796,FUR-BO-10000676,"Bush Stackable Bookrack, Pine",Furniture,Bookcases
6797,TEC-AC-10002833,"Logitech Mouse, USB",Technology,Accessories
6798,OFF-SU-10003966,"Kleencut Trimmer, Serrated",Office Supplies,Supplies
6799,OFF-EN-10003425,"Cameo Mailers, Recycled",Office Supplies,Envelopes
6800,OFF-SU-10001683,"Kleencut Ruler, Steel",Office Supplies,Supplies
6801,OFF-LA-10001065,"Avery Round Labels, Alphabetical",Office Supplies,Labels
6802,OFF-PA-10004990,"SanDisk Computer Printout Paper, Recycled",Office Supplies,Paper
6803,OFF-PA-10003938,"Eaton Cards & Envelopes, Premium",Office Supplies,Paper
6804,OFF-LA-10001830,"Hon Round Labels, Laser Printer Compatible",Office Supplies,Labels
6805,OFF-EN-10001861,"Kraft Peel and Seal, Set of 50",Office Supplies,Envelopes
6806,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders
6807,OFF-SU-10001442,"Acme Scissors, Steel",Office Supplies,Supplies
6808,OFF-LA-10003766,Self-Adhesive Removable Labels,Office Supplies,Labels
6809,OFF-PA-10002250,Things To Do Today Pad,Office Supplies,Paper
6810,TEC-PH-10003457,"Cisco Smart Phone, Full Size",Technology,Phones
6811,FUR-SAF-10001956,"Safco Classic Bookcase, Metal",Furniture,Bookcases
6812,OFF-SU-10003535,"Elite Box Cutter, Easy Grip",Office Supplies,Supplies
6813,OFF-AP-10003758,"KitchenAid Blender, Silver",Office Supplies,Appliances
6814,OFF-BI-10001293,"Acco 3-Hole Punch, Clear",Office Supplies,Binders
6815,OFF-FA-10004398,"OIC Push Pins, 12 Pack",Office Supplies,Fasteners
6816,OFF-LA-10000959,"Harbour Creations Round Labels, Alphabetical",Office Supplies,Labels
6817,OFF-HOO-10001448,"Hoover Blender, White",Office Supplies,Appliances
6818,TEC-CIS-10004967,"Cisco Office Telephone, Full Size",Technology,Phones
6819,TEC-SAM-10003891,"Samsung Headset, with Caller ID",Technology,Phones
6820,TEC-AC-10004848,"SanDisk Memory Card, Erganomic",Technology,Accessories
6821,OFF-ST-10002539,"Fellowes Shelving, Single Width",Office Supplies,Storage
6822,OFF-EN-10003962,"GlobeWeis Clasp Envelope, Set of 50",Office Supplies,Envelopes
6823,OFF-AP-10003979,"KitchenAid Blender, Black",Office Supplies,Appliances
6824,FUR-FU-10001950,"Eldon Door Stop, Black",Furniture,Furnishings
6825,OFF-SU-10000192,"Elite Trimmer, High Speed",Office Supplies,Supplies
6826,OFF-FA-10003529,"Stockwell Thumb Tacks, Metal",Office Supplies,Fasteners
6827,TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,Machines
6828,OFF-BRE-10002706,"Breville Microwave, White",Office Supplies,Appliances
6829,TEC-CO-10002466,"Brother Personal Copier, High-Speed",Technology,Copiers
6830,OFF-AP-10001916,"Breville Blender, Black",Office Supplies,Appliances
6831,TEC-AC-10003533,"SanDisk Mouse, Bluetooth",Technology,Accessories
6832,OFF-FA-10003789,"Accos Push Pins, Metal",Office Supplies,Fasteners
6833,OFF-FA-10003833,"OIC Thumb Tacks, Metal",Office Supplies,Fasteners
6834,OFF-LA-10001067,"Smead Legal Exhibit Labels, Laser Printer Compatible",Office Supplies,Labels
6835,OFF-BIN-10000561,"Binney & Smith Highlighters, Fluorescent",Office Supplies,Art
6836,FUR-BO-10002736,"Sauder Stackable Bookrack, Mobile",Furniture,Bookcases
6837,OFF-AP-10004031,"Hamilton Beach Microwave, White",Office Supplies,Appliances
6838,FUR-BO-10001067,"Bush Stackable Bookrack, Pine",Furniture,Bookcases
6839,OFF-STI-10003148,"Stiletto Trimmer, Serrated",Office Supplies,Supplies
6840,OFF-SU-10003629,"Fiskars Letter Opener, High Speed",Office Supplies,Supplies
6841,OFF-FA-10003020,"Accos Paper Clips, Bulk Pack",Office Supplies,Fasteners
6842,FUR-DEF-10002774,"Deflect-O Clock, Durable",Furniture,Furnishings
6843,FUR-CH-10004194,"Novimex Bag Chairs, Red",Furniture,Chairs
6844,OFF-SU-10000705,"Stiletto Shears, High Speed",Office Supplies,Supplies
6845,OFF-EN-10002464,"Cameo Peel and Seal, Security-Tint",Office Supplies,Envelopes
6846,OFF-STO-10003728,"Stockwell Paper Clips, Assorted Sizes",Office Supplies,Fasteners
6847,OFF-BI-10001808,"Ibico Index Tab, Clear",Office Supplies,Binders
6848,TEC-PH-10004182,"Motorola Smart Phone, Full Size",Technology,Phones
6849,TEC-CO-10002659,"Sharp Fax Machine, Color",Technology,Copiers
6850,TEC-AC-10004997,"Belkin Memory Card, Bluetooth",Technology,Accessories
6851,OFF-CUI-10001032,"Cuisinart Stove, Red",Office Supplies,Appliances
6852,OFF-ST-10003907,"Rogers Shelving, Wire Frame",Office Supplies,Storage
6853,OFF-FA-10003893,"OIC Paper Clips, 12 Pack",Office Supplies,Fasteners
6854,OFF-LA-10003338,"Harbour Creations Removable Labels, 5000 Label Set",Office Supplies,Labels
6855,OFF-SU-10000283,"Stiletto Letter Opener, Easy Grip",Office Supplies,Supplies
6856,OFF-AR-10001386,"Sanford Sketch Pad, Easy-Erase",Office Supplies,Art
6857,OFF-SU-10003236,"Fiskars Scissors, High Speed",Office Supplies,Supplies
6858,TEC-OKI-10001433,"Okidata Calculator, Red",Technology,Machines
6859,OFF-PA-10003838,"Eaton Note Cards, Premium",Office Supplies,Paper
6860,FUR-FU-10002784,"Advantus Photo Frame, Duo Pack",Furniture,Furnishings
6861,OFF-EN-10002559,"Kraft Clasp Envelope, Recycled",Office Supplies,Envelopes
6862,OFF-SAN-10004633,"SanDisk Message Books, Multicolor",Office Supplies,Paper
6863,OFF-AR-10001654,"Stanley Highlighters, Fluorescent",Office Supplies,Art
6864,OFF-GRE-10003899,"Green Bar Cards & Envelopes, Recycled",Office Supplies,Paper
6865,FUR-TA-10000226,"Chromcraft Conference Table, with Bottom Storage",Furniture,Tables
6866,OFF-AP-10000179,"Breville Refrigerator, Red",Office Supplies,Appliances
6867,TEC-AC-10000317,"Logitech Memory Card, Programmable",Technology,Accessories
6868,TEC-AC-10003095,Logitech G35 7.1-Channel Surround Sound Headset,Technology,Accessories
6869,OFF-AP-10004972,"Breville Coffee Grinder, Red",Office Supplies,Appliances
6870,OFF-PA-10002771,"SanDisk Parchment Paper, Premium",Office Supplies,Paper
6871,FUR-CH-10001634,"Novimex Rocking Chair, Adjustable",Furniture,Chairs
6872,OFF-LA-10001658,"Avery Round Labels, 5000 Label Set",Office Supplies,Labels
6873,TEC-LOG-10002218,"Logitech Numeric Keypad, USB",Technology,Accessories
6874,OFF-SU-10002557,Fiskars Spring-Action Scissors,Office Supplies,Supplies
6875,OFF-SU-10004446,"Acme Ruler, Steel",Office Supplies,Supplies
6876,OFF-EN-10004100,"Kraft Mailers, Security-Tint",Office Supplies,Envelopes
6877,OFF-PA-10003134,Xerox 1937,Office Supplies,Paper
6878,OFF-KLE-10002869,"Kleencut Letter Opener, High Speed",Office Supplies,Supplies
6879,TEC-CO-10001413,"Hewlett Wireless Fax, High-Speed",Technology,Copiers
6880,FUR-BUS-10001187,"Bush Classic Bookcase, Metal",Furniture,Bookcases
6881,OFF-XER-10000846,"Xerox Cards & Envelopes, 8.5 x 11",Office Supplies,Paper
6882,FUR-CH-10001147,"Hon Swivel Stool, Adjustable",Furniture,Chairs
6883,OFF-GLO-10004610,"GlobeWeis Peel and Seal, with clear poly window",Office Supplies,Envelopes
6884,OFF-FA-10001815,"Advantus Push Pins, Bulk Pack",Office Supplies,Fasteners
6885,OFF-XER-10004519,"Xerox Cards & Envelopes, Multicolor",Office Supplies,Paper
6886,OFF-PA-10004255,Xerox 219,Office Supplies,Paper
6887,OFF-CUI-10002413,"Cuisinart Coffee Grinder, Black",Office Supplies,Appliances
6888,OFF-BI-10002278,"Ibico Binder Covers, Economy",Office Supplies,Binders
6889,OFF-AR-10001547,Newell 311,Office Supplies,Art
6890,FUR-CH-10000953,"Harbour Creations Swivel Stool, Black",Furniture,Chairs
6891,FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Furniture,Furnishings
6892,OFF-LA-10003851,"Smead Removable Labels, 5000 Label Set",Office Supplies,Labels
6893,OFF-PA-10004101,Xerox 1894,Office Supplies,Paper
6894,TEC-CIS-10002259,"Cisco Smart Phone, Cordless",Technology,Phones
6895,TEC-PH-10001795,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,Technology,Phones
6896,TEC-LOG-10004917,"Logitech Memory Card, Programmable",Technology,Accessories
6897,OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,Appliances
6898,FUR-TA-10001272,"Barricks Training Table, Fully Assembled",Furniture,Tables
6899,TEC-MEM-10002883,"Memorex Memory Card, Erganomic",Technology,Accessories
6900,OFF-XER-10003300,"Xerox Message Books, 8.5 x 11",Office Supplies,Paper
6901,TEC-PH-10000358,"Samsung Headset, with Caller ID",Technology,Phones
6902,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,Furniture,Bookcases
6903,TEC-MA-10001259,"StarTech Inkjet, White",Technology,Machines
6904,FUR-TA-10003963,"Bevis Conference Table, Fully Assembled",Furniture,Tables
6905,TEC-MA-10003557,"Panasonic Inkjet, Durable",Technology,Machines
6906,OFF-AR-10001208,"Binney & Smith Canvas, Water Color",Office Supplies,Art
6907,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage
6908,OFF-PA-10001905,"Eaton Message Books, Recycled",Office Supplies,Paper
6909,OFF-BI-10003806,"Avery Index Tab, Clear",Office Supplies,Binders
6910,OFF-BI-10000563,"Acco Hole Reinforcements, Durable",Office Supplies,Binders
6911,FUR-FU-10002703,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Furniture,Furnishings
6912,OFF-SU-10003749,"Fiskars Box Cutter, Easy Grip",Office Supplies,Supplies
6913,OFF-LA-10002596,"Harbour Creations Round Labels, Laser Printer Compatible",Office Supplies,Labels
6914,OFF-FA-10003472,Bagged Rubber Bands,Office Supplies,Fasteners
6915,FUR-SAF-10002940,"Safco Corner Shelving, Mobile",Furniture,Bookcases
6916,FUR-TA-10002885,"Lesro Computer Table, Fully Assembled",Furniture,Tables
6917,OFF-ST-10000619,"Eldon Lockers, Wire Frame",Office Supplies,Storage
6918,TEC-CO-10001391,"Sharp Ink, Color",Technology,Copiers
6919,FUR-FU-10003694,"Rubbermaid Clock, Duo Pack",Furniture,Furnishings
6920,OFF-ST-10002720,"Rogers Shelving, Blue",Office Supplies,Storage
6921,OFF-FA-10000899,"Stockwell Clamps, 12 Pack",Office Supplies,Fasteners
6922,FUR-TA-10000855,"Chromcraft Training Table, Rectangular",Furniture,Tables
6923,OFF-PA-10002606,Xerox 1928,Office Supplies,Paper
6924,OFF-SU-10004691,"Fiskars Scissors, Serrated",Office Supplies,Supplies
6925,OFF-AR-10002852,"Stanley Pens, Fluorescent",Office Supplies,Art
6926,OFF-LA-10004178,Avery 491,Office Supplies,Labels
6927,OFF-SU-10002337,"Elite Trimmer, High Speed",Office Supplies,Supplies
6928,FUR-BO-10001326,"Bush 3-Shelf Cabinet, Pine",Furniture,Bookcases
6929,OFF-SU-10004299,"Stiletto Trimmer, High Speed",Office Supplies,Supplies
6930,TEC-SHA-10001103,"Sharp Copy Machine, Laser",Technology,Copiers
6931,OFF-FA-10000179,"Advantus Paper Clips, Metal",Office Supplies,Fasteners
6932,FUR-CH-10000966,"Harbour Creations Chairmat, Set of Two",Furniture,Chairs
6933,OFF-KIT-10001899,"KitchenAid Toaster, Black",Office Supplies,Appliances
6934,FUR-RUB-10001094,"Rubbermaid Door Stop, Duo Pack",Furniture,Furnishings
6935,OFF-PA-10002303,"Eaton Parchment Paper, Multicolor",Office Supplies,Paper
6936,FUR-FU-10004483,"Deflect-O Light Bulb, Durable",Furniture,Furnishings
6937,TEC-AC-10001995,"Logitech Router, USB",Technology,Accessories
6938,TEC-AC-10003870,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Technology,Accessories
6939,FUR-BO-10000087,"Dania Classic Bookcase, Mobile",Furniture,Bookcases
6940,FUR-BO-10001461,"Safco Floating Shelf Set, Traditional",Furniture,Bookcases
6941,FUR-CH-10003249,"Novimex Chairmat, Adjustable",Furniture,Chairs
6942,TEC-HP -10004451,"HP Ink, Laser",Technology,Copiers
6943,OFF-CUI-10001670,"Cuisinart Stove, White",Office Supplies,Appliances
6944,TEC-MOT-10004345,"Motorola Office Telephone, Full Size",Technology,Phones
6945,OFF-EN-10000069,"Ames Mailers, Security-Tint",Office Supplies,Envelopes
6946,OFF-AR-10004651,"Boston Pens, Fluorescent",Office Supplies,Art
6947,OFF-FA-10003161,"OIC Paper Clips, Assorted Sizes",Office Supplies,Fasteners
6948,OFF-KRA-10002406,"Kraft Interoffice Envelope, with clear poly window",Office Supplies,Envelopes
6949,OFF-HOO-10003246,"Hoover Blender, Black",Office Supplies,Appliances
6950,OFF-ENE-10002093,"Enermax Message Books, Multicolor",Office Supplies,Paper
